"id","pmid","title","author","refrence","link"
"4950","4950_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4951","4951_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4952","4952_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4953","4953_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4954","4954_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4955","4955_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4956","4956_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4957","4957_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4958","4958_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4959","4959_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4960","4960_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4961","4961_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4962","4962_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4963","4963_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4964","4964_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4965","4965_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4966","4966_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4967","4967_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4968","4968_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4969","4969_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4970","4970_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4971","4971_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4972","4972_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4973","4973_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4974","4974_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4975","4975_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4976","4976_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4977","4977_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4978","4978_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4979","4979_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4980","4980_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4981","4981_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4982","4982_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4983","4983_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4984","4984_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4985","4985_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4986","4986_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4987","4987_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4988","4988_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4989","4989_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4990","4990_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4991","4991_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
